"ID_A"|"sci_name_1"|"ID_R"|"sci_name_2"|"CO_PROJET"|"STATUT"|"field_synonym_status"|"NOTES"
11224|"Dioscorea sylvatica var. brevipes (Burtt Davy) Burkill"|11237|"Dioscorea brevipes Burtt Davy"|"FSA"|"#"|116072|
11224|"Dioscorea sylvatica var. brevipes (Burtt Davy) Burkill"|11241|"Dioscorea sylvatica subsp. lydenbergensis Blunden, Hardman & Hind"|"FSA"|"="|116074|
11225|"Dioscorea sylvatica var. multiflora (Marloth) Burkill"|11214|"Dioscorea marlothii R. Knuth"|"FSA"|"="|116074|
11225|"Dioscorea sylvatica var. multiflora (Marloth) Burkill"|11393|"Testudinaria multiflora Marloth"|"FSA"|"#"|116072|
11226|"Dioscorea sylvatica var. paniculata (Dummer) Burkill"|11217|"Testudinaria paniculata Dummer"|"FSA"|"#"|116072|
11227|"Dioscorea sylvatica var. rehmannii (Baker) Burkill"|11220|"Dioscorea rehmannii Baker"|"FSA"|"#"|116072|
11228|"Dioscorea sylvatica Eckl. var. sylvatica"|11239|"Dioscorea montana Eckl. & Zeyh. ex R. Knuth"|"FSA"|"="|116074|"non Burch. & Spreng."
11228|"Dioscorea sylvatica Eckl. var. sylvatica"|11396|"Testudinaria montana Eckl. & Zeyh."|"FSA"|"="|116074|
11411|"Aneilema zebrinum Chiov."|11400|"Ballya zebrina (Chiov.) Brenan"|"FSA"|"#"|116072|
11531|"Cyanotis speciosa (L. f.) Hassk."|11528|"Cyanotis nodiflora (Lam.) Kunth"|"FSA"|"="|116074|
11531|"Cyanotis speciosa (L. f.) Hassk."|61250|"Tradescantia speciosa L. f."|"FSA"|"#"|116072|"- fide Fl. S. Africa 4(2): 53"
11531|"Cyanotis speciosa (L. f.) Hassk."|61252|"Tradescantia nodiflora Lam."|"FSA"|"="|116074|"- fide Fl. S. Africa 4(2): 53"
11531|"Cyanotis speciosa (L. f.) Hassk."|61254|"Cyanotis gryphaea Dinter"|"FSA"|"="|116074|"- fide Fl. S. Africa 4(2): 55"
11580|"Commelina africana var. krebsiana (Kunth) C.B. Clarke"|11734|"Commelina krebsiana Kunth"|"FSA"|"#"|116072|
11581|"Commelina africana var. lancispatha C.B. Clarke"|11577|"Commelina africana var. boehmiana (K. Schum.) Brenan"|"FSA"|"?"|116073|
11581|"Commelina africana var. lancispatha C.B. Clarke"|61210|"Commelina dinteri Mildbr."|"FSA"|"="|116074|"- fide Fl. S. Africa 4(2): 28"
11582|"Commelina africana var. milleri Brenan"|11578|"Commelina africana var. brevipila Brenan"|"FSA"|"?"|116073|
11592|"Commelina erecta L. subsp. erecta"|11595|"Commelina gerrardii C.B. Clarke"|"FSA"|"="|116074|
11592|"Commelina erecta L. subsp. erecta"|11605|"Commelina undulata R. Br."|"FSA"|"="|116074|
11599|"Commelina livingstonei C.B. Clarke"|11681|"Commelina erecta subsp. livingstonii (C.B. Clarke) J. K. Morton"|"FSA"|"#"|116072|
11599|"Commelina livingstonei C.B. Clarke"|11740|"Commelina albescens auct."|"FSA"|"?"|116073|"sensu C.B.Clarke, non Hassk."
11603|"Commelina scandens Welw. ex C.B. Clarke"|11590|"Commelina diffusa subsp. scandens (Welw. ex C.B. Clarke) Oberm."|"FSA"|"?"|116073|
11604|"Commelina subulata Roth"|61211|"Commelina violacea C.B. Clarke"|"FSA"|"="|116074|"- fide Fl. S. Africa 4(2): 25"
11681|"Commelina erecta subsp. livingstonii (C.B. Clarke) J. K. Morton"|11740|"Commelina albescens auct."|"FSA"|"?"|116073|"Aké Assi p.p., non Hassk."
11772|"Floscopa glomerata (Willd. ex Schult. & Schult. f.) Hassk. subsp. glomerata"|11774|"Floscopa rivularis (A. Rich.) C.B. Clarke"|"FSA"|"="|116074|
11798|"Murdannia simplex (Vahl) Brenan"|11799|"Murdannia sinica (Ker Gawl.) G. Brückn."|"FSA"|"="|116074|
11883|"Canna indica L."|11881|"Canna edulis Ker Gawl."|"FSA"|"="|116074|
12076|"Curtisia dentata (Burm. f.) C.A. Sm."|128658|"Curtisia faginea Aiton"|"FSA"|"="|116074|"- fide Fl. Zambes."
12076|"Curtisia dentata (Burm. f.) C.A. Sm."|128659|"Sideroxylon dentatum Burm. f."|"FSA"|"#"|116072|
12267|"Begonia dregei Otto & A. Dietr. var. dregei"|12272|"Begonia natalensis Hook."|"FSA"|"="|116074|
12267|"Begonia dregei Otto & A. Dietr. var. dregei"|12273|"Begonia richardsiana T. Moore"|"FSA"|"="|116074|
12267|"Begonia dregei Otto & A. Dietr. var. dregei"|12368|"Begonia suffruticosa Meisn."|"FSA"|"="|116074|
12267|"Begonia dregei Otto & A. Dietr. var. dregei"|59462|"Begonia partita Irmsch."|"FSA"|"="|116074|
12271|"Begonia homonyma Steud."|12266|"Begonia caffra Meisn."|"FSA"|"="|116074|
12271|"Begonia homonyma Steud."|59419|"Begonia favargeri Rech."|"FSA"|"="|116074|
12271|"Begonia homonyma Steud."|59487|"Begonia rudatisii Irmsch."|"FSA"|"="|116074|
12271|"Begonia homonyma Steud."|59496|"Begonia sinuata E. Mey. ex Otto & A. Dietr."|"FSA"|"="|116074|"non Wall. ex Meisn."
12275|"Begonia sutherlandii Hook. f. subsp. sutherlandii"|12369|"Begonia buttonii Irmsch."|"FSA"|"="|116074|
12275|"Begonia sutherlandii Hook. f. subsp. sutherlandii"|12370|"Begonia dissecta Irmsch."|"FSA"|"="|116074|
12275|"Begonia sutherlandii Hook. f. subsp. sutherlandii"|12371|"Begonia suffruticosa var. gueinziana A. DC."|"FSA"|"="|116074|
12275|"Begonia sutherlandii Hook. f. subsp. sutherlandii"|59450|"Begonia gueinziana Irmsch."|"FSA"|"="|116074|
12497|"Maerua angolensis DC. subsp. angolensis"|32415|"Maerua floribunda Fenzl"|"FSA"|"="|116074|"non Sim - fide Fl. Cameroun 29, 89"
12500|"Maerua cafra (DC.) Pax"|12515|"Maerua triphylla (Thunb.) T. Durand & Schinz"|"FSA"|"="|116074|"(1898), non A.Rich. (1847)"
12500|"Maerua cafra (DC.) Pax"|12997|"Niebuhria triphylla (Thunb.) H.L. Wendl."|"FSA"|"="|116074|
12500|"Maerua cafra (DC.) Pax"|32428|"Crateva cafra Burch."|"FSA"|"#"|116072|"- fide Fl. Cap. I, 60"
12500|"Maerua cafra (DC.) Pax"|32432|"Crateva avicularis Burch. ex DC."|"FSA"|"="|116074|"- fide Fl. Cap. I, 60"
12500|"Maerua cafra (DC.) Pax"|32437|"Niebuhria avicularis DC."|"FSA"|"="|116074|"- fide Fl. Cap. I, 60"
12500|"Maerua cafra (DC.) Pax"|32439|"Niebuhria oleoides DC."|"FSA"|"="|116074|"- fide Fl. Cap. I, 60"
12501|"Maerua edulis (Gilg & Gilg-Ben.) DeWolf"|12481|"Courbonia glauca (Klotzsch) Gilg & Gilg-Ben."|"FSA"|"="|116074|
12501|"Maerua edulis (Gilg & Gilg-Ben.) DeWolf"|12482|"Courbonia edulis Gilg & Gilg-Ben."|"FSA"|"#"|116072|
12503|"Maerua gilgii Schinz"|12674|"Boscia angustifolia Harv."|"FSA"|"="|116074|"sensu Harv."
12503|"Maerua gilgii Schinz"|32425|"Niebuhria angustifolia Harv."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 166"
12503|"Maerua gilgii Schinz"|32426|"Maerua angustifolia (Harv.) Schinz"|"FSA"|"="|116074|"1897, non Schinz 1888 - fide Fl. S. Africa 13: 166"
12505|"Maerua juncea subsp. crustata (Wild) Wild"|12569|"Maerua flagellaris subsp. crustata Wild"|"FSA"|"#"|116072|
12506|"Maerua juncea Pax subsp. juncea"|12498|"Maerua angustifolia Schinz"|"FSA"|"="|116074|"1888, non (Harv.) Schinz 1897"
12506|"Maerua juncea Pax subsp. juncea"|12502|"Maerua flagellaris (Oliv.) Gilg & Gilg-Ben."|"FSA"|"="|116074|
12506|"Maerua juncea Pax subsp. juncea"|12503|"Maerua gilgii Schinz"|"FSA"|"="|116074|
12506|"Maerua juncea Pax subsp. juncea"|12504|"Maerua guerichii Pax"|"FSA"|"="|116074|
12506|"Maerua juncea Pax subsp. juncea"|12508|"Maerua maschonica Gilg"|"FSA"|"="|116074|"p.p., quoad specim. Engler 3157"
12506|"Maerua juncea Pax subsp. juncea"|32531|"Maerua nervosa var. flagellaris Oliv."|"FSA"|"="|116074|"- fide Bot. Jahrb. 53, 244"
12509|"Maerua nervosa (Hochst.) Oliv."|12994|"Niebuhria nervosa Hochst."|"FSA"|"#"|116072|
12510|"Maerua parvifolia Pax"|12507|"Maerua legatii Burtt Davy"|"FSA"|"="|116074|
12510|"Maerua parvifolia Pax"|32419|"Maerua trichophylla Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 169"
12510|"Maerua parvifolia Pax"|32420|"Maerua hirticaulis Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 169"
12510|"Maerua parvifolia Pax"|32421|"Maerua skeneae Briq."|"FSA"|"="|116074|"- fide Fl. Trop. E. Africa- Capparid., 40"
12512|"Maerua racemulosa (A. DC.) Gilg & Gilg-Ben."|12511|"Maerua pedunculosa (Hochst.) Sim"|"FSA"|"="|116074|
12512|"Maerua racemulosa (A. DC.) Gilg & Gilg-Ben."|12675|"Boscia caffra Sond."|"FSA"|"="|116074|
12512|"Maerua racemulosa (A. DC.) Gilg & Gilg-Ben."|12995|"Niebuhria pedunculosa Hochst."|"FSA"|"="|116074|
12512|"Maerua racemulosa (A. DC.) Gilg & Gilg-Ben."|32340|"Capparis racemulosa A. DC."|"FSA"|"#"|116072|"- fide Fl. S. Africa 13: 168"
12512|"Maerua racemulosa (A. DC.) Gilg & Gilg-Ben."|32341|"Capparis undulata Zeyh. ex Eckl. & Zeyh."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 168"
12512|"Maerua racemulosa (A. DC.) Gilg & Gilg-Ben."|32342|"Maerua undulata (Zeyh. ex Eckl. & Zeyh.) T. Durand & Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 168"
12512|"Maerua racemulosa (A. DC.) Gilg & Gilg-Ben."|32343|"Niebuhria undulata (Zeyh. ex Eckl. & Zeyh.) Sond."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 168"
12513|"Maerua rosmarinoides (Sond.) Gilg & Gilg-Ben."|12996|"Niebuhria rosmarinoides Sond."|"FSA"|"#"|116072|
12514|"Maerua schinzii Pax"|32417|"Maerua paxii Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 170"
12514|"Maerua schinzii Pax"|32418|"Maerua arenicola Gilg"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 170"
12633|"Cadaba aphylla (Thunb.) Wild"|12634|"Cadaba juncea (Sparrm.) Harv. ex Hook. f."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 172"
12633|"Cadaba aphylla (Thunb.) Wild"|32499|"Schepperia juncea (Sparrm.) DC."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 172"
12672|"Boscia albitrunca (Burch.) Gilg & Gilg-Ben."|12687|"Boscia pechuelii Kuntze"|"FSA"|"="|116074|
12672|"Boscia albitrunca (Burch.) Gilg & Gilg-Ben."|12693|"Boscia transvaalensis Pestal."|"FSA"|"="|116074|
12672|"Boscia albitrunca (Burch.) Gilg & Gilg-Ben."|12883|"Capparis albitrunca Burch."|"FSA"|"#"|116072|
12672|"Boscia albitrunca (Burch.) Gilg & Gilg-Ben."|12894|"Capparis oleoides auct."|"FSA"|"="|116074|"sensu Marloth"
12672|"Boscia albitrunca (Burch.) Gilg & Gilg-Ben."|12895|"Capparis punctata Burch."|"FSA"|"="|116074|
12672|"Boscia albitrunca (Burch.) Gilg & Gilg-Ben."|32316|"Boscia puberula Pax"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 153"
12673|"Boscia angustifolia var. corymbosa (Gilg) DeWolf"|12676|"Boscia corymbosa Gilg"|"FSA"|"#"|116072|
12673|"Boscia angustifolia var. corymbosa (Gilg) DeWolf"|32314|"Boscia homblei De Wild."|"FSA"|"="|116074|"- fide Fl. Congo Belge II, 509 (syn. B.caloneura)"
12678|"Boscia foetida Schinz subsp. foetida"|12689|"Boscia rautanenii Schinz"|"FSA"|"="|116074|
12679|"Boscia foetida subsp. longipedicellata (Gilg) Toelken"|12682|"Boscia longipedicellata Gilg"|"FSA"|"#"|116072|
12681|"Boscia foetida subsp. rehmanniana (Pestal.) Toelken"|12690|"Boscia rehmanniana Pestal."|"FSA"|"#"|116072|
12681|"Boscia foetida subsp. rehmanniana (Pestal.) Toelken"|32315|"Boscia kalachariensis Pestal."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 158"
12683|"Boscia matabelensis Pestal."|32318|"Boscia hexamitocarpa Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. Zambes."
12685|"Boscia mossambicensis Klotzsch"|12694|"Boscia welwitschii Gilg"|"FSA"|"="|116074|
12685|"Boscia mossambicensis Klotzsch"|12712|"Boscia hildebrandtii Gilg"|"FSA"|"="|116074|
12685|"Boscia mossambicensis Klotzsch"|12713|"Boscia grandiflora Gilg"|"FSA"|"="|116074|
12685|"Boscia mossambicensis Klotzsch"|32305|"Boscia uhligii Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. Trop. E. Africa, Capparid., 53"
12685|"Boscia mossambicensis Klotzsch"|32306|"Boscia viridiflava Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. Trop. E. Africa, Capparid., 53"
12685|"Boscia mossambicensis Klotzsch"|32307|"Boscia zimmereri Gilg & Winkl."|"FSA"|"="|116074|"- fide Fl. Trop. E. Africa- Capparid., 53"
12686|"Boscia oleoides (Burch. ex DC.) Toelken"|12886|"Capparis clutiifolia Burch. ex DC."|"FSA"|"="|116074|
12686|"Boscia oleoides (Burch. ex DC.) Toelken"|12893|"Capparis oleoides Burch. ex DC."|"FSA"|"#"|116072|
12686|"Boscia oleoides (Burch. ex DC.) Toelken"|32335|"Capparis coriacea Burch. ex DC."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 152"
12692|"Boscia tomentosa Toelken"|12688|"Boscia polyantha auct."|"FSA"|"="|116074|"sensu Roessler"
12714|"Boscia foetida subsp. filipes (Gilg) Lötter"|12677|"Boscia filipes Gilg"|"FSA"|"#"|116072|
12741|"Cleome angustifolia var. diandra"|12742|"Cleome angustifolia var. namaquensis Kers"|"FSA"|"="|116074|
12741|"Cleome angustifolia var. diandra"|12751|"Cleome diandra Burch."|"FSA"|"#"|116072|
12741|"Cleome angustifolia var. diandra"|12832|"Cleome angustifolia var. pteropoda (Welw. ex Oliv.) Kers"|"FSA"|"="|116074|
12741|"Cleome angustifolia var. diandra"|12833|"Cleome angustifolia var. damarensis Kers"|"FSA"|"="|116074|
12741|"Cleome angustifolia var. diandra"|12834|"Cleome diandra var. pteropoda Welw. ex Oliv."|"FSA"|"="|116074|
12741|"Cleome angustifolia var. diandra"|13010|"Dianthera burchelliana Klotzsch ex Sond."|"FSA"|"="|116074|
12741|"Cleome angustifolia var. diandra"|13017|"Polanisia diandra (Burch.) T. Durand & Schinz"|"FSA"|"#"|116072|"p.p."
12741|"Cleome angustifolia var. diandra"|13018|"Polanisia dianthera DC."|"FSA"|"="|116074|
12743|"Cleome angustifolia subsp. petersiana (Klotzsch ex Sond.) Kers"|12752|"Cleome diandra auct."|"FSA"|"="|116074|"sensu mult., non Burch."
12743|"Cleome angustifolia subsp. petersiana (Klotzsch ex Sond.) Kers"|13011|"Dianthera petersiana Klotzsch ex Sond."|"FSA"|"#"|116072|
12745|"Cleome bororensis (Klotzsch) Oliv."|32303|"Anomalostemon bororensis Klotzsch"|"FSA"|"#"|116072|"- fide Fl. Trop. Africa 1 81"
12748|"Cleome carnosa (Pax) Gilg & Gilg-Ben."|32383|"Dianthera carnosa Pax"|"FSA"|"#"|116072|"Acanthaceae! - fide Fl. S. Africa 13: 130"
12748|"Cleome carnosa (Pax) Gilg & Gilg-Ben."|32387|"Polanisia carnosa (Pax) Pax"|"FSA"|"#"|116072|"- fide Fl. S. Africa 13: 130"
12750|"Cleome conrathii Burtt Davy"|32463|"Polanisia triphylla Conrath"|"FSA"|"?"|116073|"- fide Fl. S. Africa 13: 125"
12753|"Cleome elegantissima Briq."|12749|"Cleome confusa Dinter"|"FSA"|"="|116074|
12753|"Cleome elegantissima Briq."|12761|"Cleome hirta auct."|"FSA"|"="|116074|"sensu Gilg & Gilg-Ben. p.p."
12754|"Cleome foliosa Hook. f. var. foliosa"|12765|"Cleome luederitziana Schinz"|"FSA"|"="|116074|
12755|"Cleome foliosa var. lutea (Sond.) Codd & Kers"|12781|"Cleome xanthopetala Briq."|"FSA"|"="|116074|
12755|"Cleome foliosa var. lutea (Sond.) Codd & Kers"|13019|"Polanisia lutea Sond."|"FSA"|"#"|116072|
12756|"Cleome foliosa var. namibensis (Kers) Codd"|32514|"Cleome kalachariensis var. namibensis Kers"|"FSA"|"#"|116072|"- fide Fl. S. Africa 13: 135"
12757|"Cleome gynandra L."|12494|"Gynandropsis gynandra (L.) Briq."|"FSA"|"#"|116072|
12757|"Cleome gynandra L."|12495|"Gynandropsis pentaphylla (L.) DC."|"FSA"|"="|116074|
12757|"Cleome gynandra L."|32348|"Cleome pentaphylla L."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32350|"Cleome triphylla L."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32352|"Cleome candelabrum Sims"|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32354|"Cleome acuta Schumach. & Thonn."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32356|"Gynandropsis denticulata DC."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32358|"Cleome denticulata (DC.) Schult. f."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32359|"Cleome eckloniana Schrad."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32361|"Pedicellaria pentaphylla (L.) Schrank"|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32363|"Gynandropsis triphylla (L.) DC."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 52"
12757|"Cleome gynandra L."|32445|"Pedicellaria gynandra (L.) Chiov."|"FSA"|"#"|116072|"- fide Fl. Somalia (1993) I, 56"
12762|"Cleome iberidella Welw. ex Oliv."|32347|"Cleome fritzscheae Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. Gabon 30, 23"
12763|"Cleome kalachariensis (Schinz) Gilg & Gilg-Ben."|12779|"Cleome sulfurea Bremek. & Oberm."|"FSA"|"="|116074|
12763|"Cleome kalachariensis (Schinz) Gilg & Gilg-Ben."|32373|"Cleome benedictae Dinter"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 132"
12763|"Cleome kalachariensis (Schinz) Gilg & Gilg-Ben."|32374|"Polanisia kalachariensis Schinz"|"FSA"|"#"|116072|"- fide Fl. S. Africa 13: 132"
12767|"Cleome macrophylla (Klotzsch) Briq. var. macrophylla"|32375|"Chilocalyx tenuifolius Klotzsch"|"FSA"|"="|116074|
12768|"Cleome maculata (Sond.) Szyszyl."|13020|"Polanisia maculata Sond."|"FSA"|"#"|116072|
12768|"Cleome maculata (Sond.) Szyszyl."|13034|"Tetratelia maculata (Sond.) Sond."|"FSA"|"#"|116072|
12768|"Cleome maculata (Sond.) Szyszyl."|198250|"Tetratelia tenuifolia (Klotzsch) Arw."|"FSA"|"?"|116073|"fide TPL"
12770|"Cleome monophylla L."|32367|"Cleome cordata Burch. ex DC."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 46"
12770|"Cleome monophylla L."|32369|"Cleome subcordata Steud."|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 46"
12770|"Cleome monophylla L."|32371|"Cleome epilobioides Baker"|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 46"
12771|"Cleome oxyphylla Burch. var. oxyphylla"|12744|"Cleome bicolor (Pax) Gilg"|"FSA"|"="|116074|"(1915), non Gardner (1843)"
12771|"Cleome oxyphylla Burch. var. oxyphylla"|12746|"Cleome breyeri Burtt Davy"|"FSA"|"="|116074|
12771|"Cleome oxyphylla Burch. var. oxyphylla"|12759|"Cleome heterochroma Briq."|"FSA"|"="|116074|
12771|"Cleome oxyphylla Burch. var. oxyphylla"|13021|"Polanisia oxyphylla (Burch.) DC."|"FSA"|"#"|116072|
12773|"Cleome paxii (Schinz) Gilg & Gilg-Ben."|32389|"Cleome platycarpa Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 130"
12773|"Cleome paxii (Schinz) Gilg & Gilg-Ben."|32390|"Polanisia paxii Schinz"|"FSA"|"#"|116072|"- fide Fl. S. Africa 13: 131"
12774|"Cleome rubella Burch."|12775|"Cleome rupestris Sond."|"FSA"|"="|116074|
12776|"Cleome schlechteri Briq."|32382|"Cleome pachycephala Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 125"
12777|"Cleome semitetranda Sond."|12766|"Cleome linearifolia (Stephens) Dinter"|"FSA"|"="|116074|
12777|"Cleome semitetranda Sond."|13012|"Dianthera semitetrandra (Sond.) Klotzsch & Sond."|"FSA"|"#"|116072|
12777|"Cleome semitetranda Sond."|32522|"Polanisia linearifolia Stephens"|"FSA"|"="|116074|"- fide IPNI"
12778|"Cleome suffruticosa Schinz"|32460|"Polanisia suffruticosa (Schinz) Pax"|"FSA"|"#"|116072|"- fide Fl. S. Africa 13: 133"
12835|"Cleome macrophylla var. maculatiflora (Merxm.) Wild"|32377|"Cleome inconcinna Briq."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 122"
12835|"Cleome macrophylla var. maculatiflora (Merxm.) Wild"|32378|"Cleome nationae Burtt Davy"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 122"
12884|"Capparis brassii DC."|12891|"Capparis gueinzii Sond."|"FSA"|"="|116074|
12884|"Capparis brassii DC."|12900|"Capparis thonningii Schumach."|"FSA"|"="|116074|
12888|"Capparis fascicularis DC. var. fascicularis"|12890|"Capparis flanaganii Gilg & Gilg-Ben."|"FSA"|"#"|116072|
12888|"Capparis fascicularis DC. var. fascicularis"|12896|"Capparis rudatisii Gilg & Gilg-Ben."|"FSA"|"#"|116072|
12888|"Capparis fascicularis DC. var. fascicularis"|12902|"Capparis transvaalensis Schinz"|"FSA"|"#"|116072|
12888|"Capparis fascicularis DC. var. fascicularis"|12903|"Capparis transvaalensis var. calvescens (Gilg & Gilg-Ben.) Marais"|"FSA"|"="|116074|
12888|"Capparis fascicularis DC. var. fascicularis"|32331|"Capparis calvescens Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 149"
12888|"Capparis fascicularis DC. var. fascicularis"|32332|"Capparis schlechteri Schinz"|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 149"
12888|"Capparis fascicularis DC. var. fascicularis"|32333|"Capparis solanoides Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 149"
12888|"Capparis fascicularis DC. var. fascicularis"|32334|"Capparis marlothii Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 149"
12889|"Capparis fascicularis var. zeyheri (Turcz.) Toelken"|12905|"Capparis zeyheri Turcz."|"FSA"|"#"|116072|
12897|"Capparis sepiaria var. citrifolia (Lam.) Toelken"|12885|"Capparis citrifolia Lam."|"FSA"|"#"|116072|
12897|"Capparis sepiaria var. citrifolia (Lam.) Toelken"|12904|"Capparis volkamerae auct."|"FSA"|"="|116074|"sensu DC."
12897|"Capparis sepiaria var. citrifolia (Lam.) Toelken"|32336|"Capparis laurifolia Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 146"
12897|"Capparis sepiaria var. citrifolia (Lam.) Toelken"|32337|"Capparis woodii Gilg & Gilg-Ben."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 146"
12897|"Capparis sepiaria var. citrifolia (Lam.) Toelken"|32338|"Capparis capensis Thunb."|"FSA"|"="|116074|"- fide Fl. S. Africa 13: 146"
12898|"Capparis sepiaria var. subglabra (Oliv.) DeWolf"|12899|"Capparis subglabra (Oliv.) Gilg & Gilg-Ben."|"FSA"|"#"|116072|
12898|"Capparis sepiaria var. subglabra (Oliv.) DeWolf"|32505|"Capparis corymbosa var. sansibarensis Pax"|"FSA"|"="|116074|"- fide Bot. Jahrb. 33: 213"
12901|"Capparis tomentosa Lam."|12887|"Capparis corymbifera E. Mey. ex Sond."|"FSA"|"="|116074|
12901|"Capparis tomentosa Lam."|32321|"Capparis hypericoides Hochst."|"FSA"|"="|116074|"- fide Fl. Cameroun 29,32"
12901|"Capparis tomentosa Lam."|32323|"Capparis venenata Schinz"|"FSA"|"="|116074|"- fide Fl. Cameroun 29, 32 (as venenosa)"
13016|"Bachmannia woodii (Oliv.) Gilg"|12516|"Maerua woodii (Oliv.) T. Durand & Schinz"|"FSA"|"#"|116072|
13016|"Bachmannia woodii (Oliv.) Gilg"|12998|"Niebuhria woodii Oliv."|"FSA"|"#"|116072|
13037|"Cladostemon kirkii (Oliv.) Pax & Gilg"|13001|"Euadenia kirkii Oliv."|"FSA"|"#"|116072|
13124|"Corrigiola capensis Willd. subsp. capensis"|13129|"Corrigiola telefiifolia auct."|"FSA"|"?"|116073|"sensu Harv. & Sond."
13125|"Corrigiola litoralis L. var. litoralis"|13127|"Corrigiola litoralis var. purpurascens Giraudias"|"FSA"|"="|116074|
13125|"Corrigiola litoralis L. var. litoralis"|13128|"Corrigiola litoralis f. typica Graebn."|"FSA"|"="|116074|
13138|"Moenchia erecta (L.) P. Gaertn., B. Mey. & Scherb."|13274|"Cerastium erectum (L.) Coss. & Germ."|"FSA"|"#"|116072|
13138|"Moenchia erecta (L.) P. Gaertn., B. Mey. & Scherb."|47142|"Sagina erecta L."|"FSA"|"#"|116072|
13140|"Polycarpaea corymbosa (L.) Lam. var. corymbosa"|235|"Achyranthes corymbosa L."|"FSA"|"#"|116072|
13142|"Polycarpaea eriantha Hochst. ex A. Rich. var. eriantha"|13143|"Polycarpaea grossartii Dinter"|"FSA"|"#"|116072|
13199|"Stellaria pallida (Dumort.) Piré"|47205|"Alsine pallida Dumort."|"FSA"|"#"|116072|
13208|"Silene burchellii var. angustifolia Sond."|13211|"Silene burchellii var. macrorrhiza R. E. Fr."|"FSA"|"="|116074|
13208|"Silene burchellii var. angustifolia Sond."|13212|"Silene burchellii var. pilosellaefolia Sond."|"FSA"|"="|116074|
13209|"Silene burchellii Otth ex DC. var. burchellii"|13217|"Silene dinteri Engl."|"FSA"|"="|116074|
13209|"Silene burchellii Otth ex DC. var. burchellii"|35852|"Silene aethiopica Burm. f."|"FSA"|"="|116074|"- fide J. Linn. Soc. Bot: 32: 76 (1896)."
13214|"Silene clandestina Jacq."|35832|"Silene constantia Eckl. & Zeyh."|"FSA"|"="|116074|"- fide Rohrbach (1868). Ds biblio. CJBG: Bot. Syst. A2."
13226|"Silene undulata Aiton"|13213|"Silene capensis Otth"|"FSA"|"="|116074|
13226|"Silene undulata Aiton"|35610|"Melandrium undulatum (Aiton) Rohrb."|"FSA"|"#"|116072|
13229|"Silene vulgaris (Moench) Garcke subsp. vulgaris"|13245|"Silene inflata Sm."|"FSA"|"="|116074|
13258|"Agrostemma githago L."|13259|"Lychnis githago (L.) Scop."|"FSA"|"#"|116072|
